50001,1071,102,-645.86
50002,1032,101,2770.55
50003,1117,101,-1087.47
50004,1055,102,1387.67
50005,1153,103,2869.92
50006,1013,103,2040.58
50007,1063,103,2949.69
50008,1145,103,-576.57
50009,1196,101,993.94
50010,1151,103,-528.22
50011,1060,101,-21.48
50012,1038,102,2048.9
50013,1153,103,-1487.24
50014,1038,102,2943.87
50015,1139,105,-372.06
50016,1045,104,-1005.33
50017,1007,102,-906.89
50018,1092,104,2054.93
50019,1061,104,1149.84
50020,1005,103,-715.89
50021,1014,103,-929.59
50022,1108,102,867.38
50023,1191,102,-1213.99
50024,1115,104,2001.08
50025,1132,101,1171.5
50026,1116,105,767.27
50027,1158,101,-1304.86
50028,1169,101,846.53
50029,1118,103,1395.03
50030,1008,102,-1226.29
50031,1123,105,2312.84
50032,1110,101,1587.44
50033,1126,104,1705.81
50034,1114,102,-1169.29
50035,1021,103,-50.5
50036,1038,102,-1204.43
50037,1071,102,1309.43
50038,1150,102,967.6
50039,1084,103,214.07
50040,1153,103,887.51
50041,1117,101,774.98
50042,1111,102,-1053.7
50043,1180,101,-985.14
50044,1168,101,1429.12
50045,1197,104,981.01
50046,1056,104,435.31
50047,1059,103,362.16
50048,1117,101,294.29
50049,1187,103,-1072.11
50050,1110,101,-93.64
50051,1066,102,184.35
50052,1040,101,1590.69
50053,1122,105,-1197.9
50054,1022,103,-1080.46
50055,1025,102,1850.65
50056,1096,102,2152.96
50057,1143,103,-1230.09
50058,1144,103,1027.58
50059,1172,102,-949.96
50060,1091,102,2431.23
50061,1193,102,403.22
50062,1185,103,-1268.49
50063,1074,104,1201.85
50064,1091,102,-1033.8
50065,1130,102,-542.68
50066,1169,101,669.85
50067,1028,105,75.51
50068,1143,103,154.02
50069,1196,101,-246.44
50070,1058,104,2132.5
50071,1144,103,2885.46
50072,1160,103,1261.08
50073,1165,102,1005.33
50074,1156,103,2680.88
50075,1178,104,-296.49
50076,1047,103,-270.28
50077,1196,101,-109.57
50078,1087,103,79.61
50079,1047,103,2414.38
50080,1145,103,1458.05
50081,1018,103,-861.56
50082,1163,104,2873.15
50083,1024,104,1857.5
50084,1056,104,192.87
50085,1117,101,34.03
50086,1095,103,-97.63
50087,1084,103,1995.76
50088,1146,102,1183.01
50089,1014,103,-799.89
50090,1194,101,1280.27
50091,1173,103,-1132.88
50092,1114,102,1478.72
50093,1125,102,1231.84
50094,1107,105,-270.75
50095,1194,101,805.56
50096,1089,105,434.61
50097,1073,101,1551.98
50098,1152,101,689.85
50099,1171,103,-112.11
50100,1057,105,278.69
50101,1154,101,-1253.48
50102,1053,105,-143.61
50103,1055,102,1953.07
50104,1196,101,-350.16
50105,1084,103,-960.07
50106,1128,104,1861.56
50107,1045,104,-918.66
50108,1137,105,1666.52
50109,1129,102,1014.26
50110,1172,102,2127.9
50111,1019,101,286.82
50112,1190,101,-1309.64
50113,1005,103,568.89
50114,1020,101,2379.5
50115,1148,105,431.78
50116,1104,101,1692.75
50117,1107,105,-197.18
50118,1104,101,-1406.15
50119,1084,103,-726.57
50120,1159,103,570.44
50121,1177,102,2638.96
50122,1023,104,465.2
50123,1028,105,-405.08
50124,1151,103,302.02
50125,1021,103,280.95
50126,1080,102,1856.12
50127,1057,105,-1.19
50128,1044,105,-1156.29
50129,1163,104,-986.88
50130,1131,103,-627.43
50131,1199,103,72.19
50132,1187,103,2812.01
50133,1166,103,2167.67
50134,1061,104,-1037.38
50135,1066,102,-612.28
50136,1155,105,-812.09
50137,1195,104,1449.79
50138,1046,102,2780.81
50139,1161,104,723.53
50140,1194,101,1036.81
50141,1149,102,520.07
50142,1145,103,1393.46
50143,1160,103,-45.56
50144,1161,104,-77.37
50145,1113,104,-1192.71
50146,1114,102,1341.23
50147,1071,102,1161.39
50148,1091,102,783.02
50149,1080,102,577.84
50150,1010,104,-1243.99
50151,1074,104,-1154.71
50152,1024,104,1267.54
50153,1130,102,230.17
50154,1149,102,994.42
50155,1190,101,2531.45
50156,1116,105,2590.72
50157,1147,102,1433.27
50158,1083,103,1222.53
50159,1129,102,-821.13
50160,1016,101,527.35
50161,1088,101,2920.74
50162,1022,103,770.47
50163,1045,104,-1323.86
50164,1182,103,469.91
50165,1113,104,858.31
50166,1157,102,-785.64
50167,1096,102,2630.72
50168,1100,104,339.46
50169,1087,103,1555.04
50170,1014,103,2051.52
50171,1166,103,5.92
50172,1085,105,-1074.72
50173,1174,102,239.54
50174,1065,105,1756.8
50175,1169,101,2839.85
50176,1155,105,2429.76
50177,1086,101,-1133.24
50178,1170,102,-863.57
50179,1090,103,-103.96
50180,1168,101,1643.16
50181,1101,105,-919.72
50182,1182,103,2721.01
50183,1080,102,1015.15
50184,1165,102,2062.48
50185,1033,102,1515.52
50186,1190,101,2987.24
50187,1135,103,-1079.46
50188,1172,102,405.33
50189,1093,105,-1417.96
50190,1080,102,-688.82
50191,1055,102,37.8
50192,1197,104,688.22
50193,1058,104,2999.89
50194,1040,101,-1152.76
50195,1026,103,784.6
50196,1139,105,2258.04
50197,1135,103,-1330.14
50198,1087,103,2443.77
50199,1159,103,-910.28
50200,1097,104,-805.86
50201,1047,103,2241.05
50202,1198,103,1311.33
50203,1043,103,1745.32
50204,1012,101,348.86
50205,1174,102,1738.14
50206,1114,102,1247.68
50207,1193,102,1868.41
50208,1115,104,-446.99
50209,1062,101,-107.39
50210,1121,104,2567.88
50211,1050,105,155.28
50212,1147,102,2929.98
50213,1119,103,1962.47
50214,1200,103,218.43
50215,1136,101,383.97
50216,1042,103,2176.01
50217,1155,105,-877.21
50218,1065,105,-1265.19
50219,1124,104,2433.53
50220,1142,101,2704.32
50221,1183,103,2306.52
50222,1032,101,-217.22
50223,1196,101,-778.59
50224,1116,105,2573.88
50225,1038,102,2239.71
50226,1024,104,2758.86
50227,1057,105,2175.16
50228,1090,103,2687.12
50229,1107,105,-1260.34
50230,1129,102,182.83
50231,1099,103,2975.36
50232,1096,102,-489.58
50233,1082,105,2688.72
50234,1183,103,1424.82
50235,1038,102,-880.8
50236,1074,104,2628.28
50237,1121,104,1632.32
50238,1036,102,1914.79
50239,1121,104,518.71
50240,1002,104,2576.36
50241,1005,103,-348.34
50242,1039,104,969.62
50243,1187,103,1239.96
50244,1109,105,-999.66
50245,1074,104,-430.62
50246,1032,101,-1285.13
50247,1108,102,1375.28
50248,1160,103,557.01
50249,1029,101,2265.09
50250,1128,104,1185.33
50251,1005,103,1343.8
50252,1148,105,-411.28
50253,1037,104,-189.28
50254,1001,102,1266.64
50255,1062,101,1067.99
50256,1048,102,1489.67
50257,1022,103,855.68
50258,1093,105,-1195.44
50259,1135,103,948.37
50260,1130,102,993.68
50261,1100,104,2429.99
50262,1012,101,1360.52
50263,1096,102,-358.57
50264,1005,103,106.92
50265,1018,103,51.61
50266,1188,102,1456.97
50267,1027,104,1971.76
50268,1189,103,1905.06
50269,1035,103,-1300.49
50270,1140,103,23.46
50271,1165,102,-712.1
50272,1200,103,1581.07
50273,1179,103,653.39
50274,1047,103,2151.74
50275,1017,102,1722.2
50276,1118,103,-1333.57
50277,1052,102,-1302.87
50278,1052,102,2486.06
50279,1081,101,2700.17
50280,1132,101,292.01
50281,1140,103,630.3
50282,1010,104,1889.81
50283,1049,104,-212.5
50284,1200,103,-1284.88
50285,1168,101,-6.34
50286,1032,101,2097.04
50287,1112,103,2502.69
50288,1191,102,478.81
50289,1099,103,25.66
50290,1048,102,732.91
50291,1128,104,153.06
50292,1133,101,-299.76
50293,1022,103,1771.87
50294,1021,103,437.73
50295,1047,103,954.63
50296,1083,103,-1038.31
50297,1084,103,1474.14
50298,1079,104,506.62
50299,1184,104,417.52
50300,1177,102,497.59
50301,1115,104,-1309.4
50302,1091,102,1266.83
50303,1112,103,-264.5
50304,1015,104,-1162.31
50305,1164,102,327.95
50306,1132,101,2104.93
50307,1174,102,-780.06
50308,1008,102,-857.49
50309,1156,103,1551.4
50310,1113,104,-1343.4
50311,1018,103,-438.02
50312,1166,103,148.48
50313,1099,103,2772.6
50314,1009,101,1222.93
50315,1174,102,524.65
50316,1095,103,174.06
50317,1196,101,-1154.02
50318,1036,102,882.57
50319,1102,102,-85.27
50320,1072,102,-376.75
50321,1030,102,-1383.39
50322,1048,102,745.7
50323,1100,104,2610.94
50324,1031,105,-322
