1001,84,102,34129.71
1002,87,104,20905.33
1003,108,103,62626.57
1004,121,101,56189.37
1005,14,103,16855.45
1006,18,101,56579.78
1007,64,102,62950.2
1008,160,102,17928.94
1009,122,101,42319.52
1010,56,104,52474.9
1011,197,103,12625.8
1012,156,101,58345.5
1013,42,103,8152
1014,7,103,43205.96
1015,97,104,70613.22
1016,51,101,44427.73
1017,161,102,7687.5
1018,198,103,63779.48
1019,154,101,59727.23
1020,145,101,26072.92
1021,110,103,5218.31
1022,166,103,998.28
1023,108,104,7960.14
1024,93,104,53062.78
1025,112,102,55047.96
1026,167,103,46212.63
1027,138,104,34892.29
1028,188,105,20166.25
1029,63,101,20955.67
1030,116,102,56298.2
1031,146,105,50130.73
1032,87,101,37098.27
1033,84,102,36591.87
1034,91,103,25558.4
1035,153,103,41706.54
1036,133,102,6466.69
1037,185,104,36668.91
1038,195,102,51811.17
1039,166,104,33640.68
1040,5,101,22102.96
1041,104,102,23000.14
1042,149,103,35520.87
1043,136,103,31941.51
1044,191,105,24842.81
1045,180,104,20355.19
1046,65,102,9093.16
1047,50,103,9010.63
1048,138,102,14406
1049,190,104,20773.65
1050,151,105,44779.47
1051,26,102,22253.67
1052,93,102,22704.96
1053,182,105,9537.39
1054,12,101,41524.25
1055,179,102,47858.33
1056,193,104,7738.94
1057,4,105,21361.23
1058,123,104,25585.91
1059,14,103,70582.72
1060,123,101,61667.57
1061,103,104,5602.46
1062,162,101,11421.94
1063,145,103,6434.31
1064,64,101,41877.57
1065,107,105,44729.71
1066,159,102,58188.23
1067,98,104,68142.4
1068,77,105,74252.84
1069,79,105,46596
1070,157,101,71071.89
1071,54,102,19885.23
1072,21,102,18027.9
1073,142,101,11782.12
1074,105,104,51718.37
1075,121,103,2496.36
1076,74,103,52738.92
1077,117,101,51569.5
1078,68,105,49605.67
1079,51,104,8652.48
1080,58,102,68135.44
1081,37,101,4519.87
1082,79,105,56184.38
1083,146,103,32964.55
1084,120,103,52495.04
1085,70,105,40521.62
1086,113,101,44872.85
1087,111,103,45298.34
1088,7,101,17207.88
1089,173,105,44054.86
1090,6,103,43239.71
1091,196,102,35314.04
1092,167,104,68709.66
1093,47,105,32719.58
1094,126,101,35277.28
1095,105,103,24113.32
1096,27,102,24768.78
1097,178,104,21651.92
1098,103,105,2800.45
1099,23,103,18967.29
1100,30,104,64875.05
1101,1,105,34675.13
1102,14,102,38907.03
1103,160,104,46924.39
1104,195,101,15306.69
1105,141,102,69579.07
1106,113,104,9150.88
1107,162,105,59958.56
1108,182,102,23340.72
1109,4,105,30628.9
1110,58,101,34635.52
1111,31,102,37403.24
1112,184,103,38189.96
1113,70,104,62612.56
1114,121,102,34286.15
1115,38,104,14336.25
1116,154,105,55984.63
1117,35,101,20754.74
1118,107,103,70071.92
1119,130,103,61550.18
1120,73,103,62818.82
1121,149,104,64901.28
1122,115,105,36351.39
1123,86,105,57227.31
1124,97,104,69967.28
1125,49,102,42906.23
1126,60,104,3321.37
1127,191,104,52906.83
1128,98,104,74131.63
1129,167,102,37174.88
1130,10,102,37696.72
1131,152,103,65234.04
1132,113,101,39470.03
1133,117,101,54197.16
1134,105,102,5658.38
1135,68,103,46763.29
1136,102,101,63889.81
1137,173,105,28531.7
1138,82,104,65435.11
1139,10,105,5178.14
1140,162,103,74807.07
1141,192,101,32576.16
1142,26,101,33303.71
1143,178,103,67761.63
1144,12,103,59720.95
1145,76,103,28144.34
1146,38,102,39860.92
1147,145,102,12790.27
1148,21,105,65319.43
1149,159,102,37350.16
1150,150,102,17452.52
1151,164,103,34494.81
1152,171,101,67423.19
1153,120,103,50836.94
1154,41,101,33157.65
1155,89,105,22471.61
1156,109,103,34289.84
1157,78,102,74953.05
1158,124,101,17828.57
1159,147,103,43132.15
1160,180,103,1694.37
1161,169,104,20622.3
1162,145,101,68300.74
1163,191,104,62471.28
1164,74,102,45549.52
1165,91,102,47764.51
1166,159,103,50848.45
1167,185,102,47137.2
1168,161,101,23204.52
1169,113,101,43489.06
1170,188,102,6805.5
1171,76,103,56073.69
1172,45,102,9955.38
1173,139,103,39837.39
1174,70,102,19309.91
1175,124,103,56004.62
1176,87,101,35151.44
1177,20,102,56573.65
1178,58,104,72546.87
1179,143,103,6818.2
1180,102,101,19871.17
1181,32,104,27675.5
1182,192,103,43862.78
1183,164,103,8170.54
1184,60,104,1925.6
1185,144,103,68648.43
1186,57,101,47673.52
1187,119,103,48710.5
1188,30,102,3448.74
1189,10,103,74694.76
1190,30,101,17648.26
1191,138,102,29179.01
1192,95,105,31463.55
1193,191,102,66411.76
1194,168,101,62535.3
1195,158,104,70432.03
1196,72,101,51786.54
1197,56,104,33379.95
1198,61,103,7496.63
1199,176,103,40857.72
1200,166,103,4588.23
